,date,team,against,home,goalie,dec,SA,SV,TOI,,,,
1406,11/7/17,NJD,STL,h,Cory Schneider,L,39,37,59:20:00,,,,
1408,11/9/17,NJD,EDM,h,Cory Schneider,O,32,29,64:43:00,,,,
1410,11/11/17,NJD,FLA,h,Cory Schneider,W,33,32,60:00:00,,,,
673,11/12/17,NJD,CHI,@,Keith Kinkaid,W,44,39,60:00:00,,,,
2397,11/18/17,NJD,WPG,@,Cory Schneider,L,22,17,40:00:00,,,,
1167,11/20/17,NJD,MIN,@,Cory Schneider,W,36,33,60:50:00,,,,
1412,11/22/17,NJD,BOS,h,Cory Schneider,O,29,27,65:00:00,,,,
1414,11/24/17,NJD,VAN,h,Cory Schneider,W,25,23,60:00:00,,,,
841,11/25/17,NJD,DET,@,Keith Kinkaid,W,34,31,62:32:00,,,,
1416,11/27/17,NJD,FLA,h,Cory Schneider,L,38,35,58:13:00,,,,
187,12/1/17,NJD,COL,@,Cory Schneider,W,23,22,59:56:00,,,,
23,12/2/17,NJD,ARI,@,Keith Kinkaid,L,27,22,60:00:00,,,,
275,12/5/17,NJD,CBJ,@,Cory Schneider,W,42,41,60:00:00,,,,
1418,12/8/17,NJD,CBJ,h,Cory Schneider,L,28,23,59:07:00,,,,
1595,12/9/17,NJD,NYR,@,Keith Kinkaid,L,39,34,60:00:00,,,,
1420,12/12/17,NJD,LAK,h,Cory Schneider,W,17,16,60:00:00,,,,
1267,12/14/17,NJD,MTL,@,Cory Schneider,O,36,34,61:30:00,,,,
1422,12/15/17,NJD,DAL,h,Cory Schneider,W,30,28,60:00:00,,,,
1424,12/18/17,NJD,ANA,h,Cory Schneider,W,24,21,60:00:00,,,,
1426,12/21/17,NJD,NYR,h,Cory Schneider,W,28,25,65:00:00,,,,
1428,12/23/17,NJD,CHI,h,Cory Schneider,W,40,39,60:00:00,,,,
1430,12/27/17,NJD,DET,h,Cory Schneider,W,32,31,60:00:00,,,,
1432,12/29/17,NJD,BUF,h,Cory Schneider,O,29,25,62:37:00,,,,
2337,12/30/17,NJD,WSH,@,Cory Schneider,L,34,30,59:12:00,,,,
2011,1/2/18,NJD,STL,@,Keith Kinkaid,O,29,27,65:00:00,,,,
779,1/4/18,NJD,DAL,@,Cory Schneider,L,33,29,58:29:00,,,,
1517,1/7/18,NJD,NYI,@,Cory Schneider,O,38,34,64:38:00,,,,
1434,1/13/18,NJD,PHI,h,Cory Schneider,L,25,20,60:00:00,,,,
1519,1/16/18,NJD,NYI,@,Keith Kinkaid,W,26,25,60:00:00,,,,
1436,1/18/18,NJD,WSH,h,Keith Kinkaid,W,19,16,60:27:00,,,,
1771,1/20/18,NJD,PHI,@,Ken Appleby,,24,24,46:04:00,,,,
1438,1/22/18,NJD,DET,h,Cory Schneider,L,30,27,59:58:00,,,,
377,1/23/18,NJD,BOS,@,Cory Schneider,L,20,17,40:00:00,,,,
1440,1/25/18,NJD,NSH,h,Ken Appleby,L,27,24,59:44:00,,,,
453,1/30/18,NJD,BUF,@,Keith Kinkaid,W,28,27,60:00:00,,,,
1442,2/1/18,NJD,PHI,h,Keith Kinkaid,W,25,22,60:00:00,,,,
1444,2/3/18,NJD,PIT,h,Keith Kinkaid,W,16,15,60:00:00,,,,
1693,2/6/18,NJD,OTT,@,Eddie Lack,,12,11,29:31:00,,,,
1446,2/8/18,NJD,CGY,h,Keith Kinkaid,L,25,22,58:47:00,,,,
301,2/10/18,NJD,CBJ,@,Keith Kinkaid,L,50,44,60:00:00,,,,
1448,2/11/18,NJD,BOS,h,Eddie Lack,L,26,22,58:32:00,,,,
1779,2/13/18,NJD,PHI,@,Keith Kinkaid,W,35,31,64:52:00,,,,
1450,2/15/18,NJD,CAR,h,Keith Kinkaid,W,29,27,60:00:00,,,,
2103,2/17/18,NJD,TBL,@,Eddie Lack,W,51,48,60:00:00,,,,
635,2/18/18,NJD,CAR,@,Keith Kinkaid,W,42,40,64:00:00,,,,
1452,2/20/18,NJD,CBJ,h,Keith Kinkaid,L,19,17,58:32:00,,,,
1454,2/22/18,NJD,MIN,h,Eddie Lack,L,24,21,59:22:00,,,,
1456,2/24/18,NJD,NYI,h,Keith Kinkaid,W,31,30,60:00:00,,,,
1867,2/27/18,NJD,PIT,@,Keith Kinkaid,W,38,36,60:00:00,,,,
1041,3/1/18,NJD,FLA,@,Cory Schneider,L,29,26,57:23:00,,,,
639,3/2/18,NJD,CAR,@,Keith Kinkaid,L,29,27,58:26:00,,,,
1458,3/4/18,NJD,VEG,h,Cory Schneider,L,27,24,58:10:00,,,,
1460,3/6/18,NJD,MTL,h,Keith Kinkaid,W,33,29,59:48:00,,,,
1462,3/8/18,NJD,WPG,h,Cory Schneider,L,24,21,57:59:00,,,,
1381,3/10/18,NJD,NSH,@,Keith Kinkaid,W,36,34,64:39:00,,,,
2281,3/14/18,NJD,VEG,@,Keith Kinkaid,W,42,39,59:53:00,,,,
1137,3/17/18,NJD,LAK,@,Keith Kinkaid,W,38,38,60:00:00,,,,
155,3/18/18,NJD,ANA,@,Keith Kinkaid,L,36,32,59:14:00,,,,
1957,3/20/18,NJD,SJS,@,Cory Schneider,L,14,10,30:31:00,,,,
1877,3/23/18,NJD,PIT,@,Keith Kinkaid,W,43,40,60:27:00,,,,
1464,3/24/18,NJD,TBL,h,Keith Kinkaid,W,36,35,60:00:00,,,,
1466,3/27/18,NJD,CAR,h,Keith Kinkaid,W,34,31,59:55:00,,,,
1468,3/29/18,NJD,PIT,h,Keith Kinkaid,O,35,31,60:06:00,,,,
1470,3/31/18,NJD,NYI,h,Keith Kinkaid,W,30,27,60:00:00,,,,
1309,4/1/18,NJD,MTL,@,Keith Kinkaid,W,26,25,59:55:00,,,,
1472,4/3/18,NJD,NYR,h,Keith Kinkaid,W,24,22,59:39:00,,,,
1474,4/5/18,NJD,TOR,h,Keith Kinkaid,W,32,31,60:00:00,,,,
2377,4/7/18,NJD,WSH,@,Cory Schneider,L,26,21,60:00:00,,,,
329,10/5/17,NSH,BOS,@,Pekka Rinne,L,31,28,56:36:00,,,,
1807,10/7/17,NSH,PIT,@,Juuse Saros,L,34,30,60:00:00,,,,
1312,10/10/17,NSH,PHI,h,Pekka Rinne,W,30,25,58:52:00,,,,
1314,10/12/17,NSH,DAL,h,Pekka Rinne,W,31,30,60:00:00,,,,
663,10/14/17,NSH,CHI,@,Pekka Rinne,O,35,33,63:05:00,,,,
1316,10/17/17,NSH,COL,h,Pekka Rinne,W,21,20,59:36:00,,,,
1727,10/19/17,NSH,PHI,@,Pekka Rinne,W,28,28,60:00:00,,,,
1571,10/21/17,NSH,NYR,@,Juuse Saros,L,14,11,58:55:00,,,,
1318,10/24/17,NSH,CGY,h,Pekka Rinne,O,32,30,65:00:00,,,,
667,10/27/17,NSH,CHI,@,Pekka Rinne,W,44,43,59:34:00,,,,
1320,10/28/17,NSH,NYI,h,Juuse Saros,L,23,17,60:00:00,,,,
1899,11/1/17,NSH,SJS,@,Pekka Rinne,L,23,19,60:00:00,,,,
97,11/3/17,NSH,ANA,@,Pekka Rinne,W,38,35,59:42:00,,,,
1079,11/4/17,NSH,LAK,@,Juuse Saros,W,39,36,64:40:00,,,,
261,11/7/17,NSH,CBJ,@,Pekka Rinne,W,36,35,59:47:00,,,,
1322,11/11/17,NSH,PIT,h,Pekka Rinne,W,30,26,65:00:00,,,,
1324,11/14/17,NSH,WSH,h,Pekka Rinne,W,29,26,59:46:00,,,,
1165,11/16/17,NSH,MIN,@,Pekka Rinne,L,35,30,59:17:00,,,,
1326,11/18/17,NSH,COL,h,Pekka Rinne,W,31,29,59:57:00,,,,
1328,11/20/17,NSH,WPG,h,Pekka Rinne,W,35,32,59:43:00,,,,
1330,11/22/17,NSH,MTL,h,Pekka Rinne,W,29,27,65:00:00,,,,
1989,11/24/17,NSH,STL,@,Pekka Rinne,W,34,34,60:00:00,,,,
597,11/26/17,NSH,CAR,@,Juuse Saros,O,36,33,64:04:00,,,,
1332,11/28/17,NSH,CHI,h,Pekka Rinne,W,39,37,60:00:00,,,,
1334,11/30/17,NSH,VAN,h,Pekka Rinne,L,31,27,58:46:00,,,,
1336,12/2/17,NSH,ANA,h,Pekka Rinne,W,35,33,65:00:00,,,,
1338,12/4/17,NSH,BOS,h,Pekka Rinne,W,40,37,60:00:00,,,,
763,12/5/17,NSH,DAL,@,Juuse Saros,W,45,43,60:00:00,,,,
1340,12/8/17,NSH,VEG,h,Pekka Rinne,O,39,36,64:57:00,,,,
2161,12/13/17,NSH,VAN,@,Pekka Rinne,W,26,25,60:00:00,,,,
931,12/14/17,NSH,EDM,@,Juuse Saros,W,46,46,60:00:00,,,,
527,12/16/17,NSH,CGY,@,Pekka Rinne,W,32,32,59:51:00,,,,
1342,12/19/17,NSH,WPG,h,Pekka Rinne,L,35,30,58:45:00,,,,
1344,12/21/17,NSH,CAR,h,Juuse Saros,,26,26,53:31:00,,,,
771,12/23/17,NSH,DAL,@,Juuse Saros,O,28,25,65:00:00,,,,
2007,12/27/17,NSH,STL,@,Pekka Rinne,W,30,29,59:44:00,,,,
1183,12/29/17,NSH,MIN,@,Pekka Rinne,L,37,34,58:10:00,,,,
1346,12/30/17,NSH,MIN,h,Juuse Saros,W,29,29,60:00:00,,,,
2253,1/2/18,NSH,VEG,@,Pekka Rinne,L,30,28,58:04:00,,,,
37,1/4/18,NSH,ARI,@,Juuse Saros,O,25,22,62:19:00,,,,
1105,1/6/18,NSH,LAK,@,Pekka Rinne,W,29,26,60:00:00,,,,
1348,1/9/18,NSH,EDM,h,Pekka Rinne,W,26,25,59:09:00,,,,
1350,1/16/18,NSH,VEG,h,Juuse Saros,W,43,43,59:44:00,,,,
1352,1/18/18,NSH,ARI,h,Pekka Rinne,W,29,27,65:00:00,,,,
1354,1/20/18,NSH,FLA,h,Pekka Rinne,W,40,37,59:53:00,,,,
1356,1/23/18,NSH,TBL,h,Juuse Saros,O,31,27,61:45:00,,,,
1441,1/25/18,NSH,NJD,@,Pekka Rinne,W,27,27,59:59:00,,,,
1358,1/30/18,NSH,CHI,h,Juuse Saros,L,31,29,58:35:00,,,,
1360,2/1/18,NSH,LAK,h,Pekka Rinne,W,19,19,60:00:00,,,,
1362,2/3/18,NSH,NYR,h,Pekka Rinne,W,22,20,60:00:00,,,,
1527,2/5/18,NSH,NYI,@,Pekka Rinne,W,28,24,61:55:00,,,,
1695,2/8/18,NSH,OTT,@,Juuse Saros,O,36,32,63:01:00,,,,
1289,2/10/18,NSH,MTL,@,Pekka Rinne,W,49,47,64:49:00,,,,
1364,2/13/18,NSH,STL,h,Pekka Rinne,W,31,28,60:53:00,,,,
1366,2/15/18,NSH,CGY,h,Pekka Rinne,L,31,27,57:00:00,,,,
1368,2/17/18,NSH,DET,h,Juuse Saros,L,33,31,58:50:00,,,,
1370,2/19/18,NSH,OTT,h,Pekka Rinne,W,38,36,59:28:00,,,,
883,2/20/18,NSH,DET,@,Juuse Saros,W,36,34,59:50:00,,,,
1372,2/22/18,NSH,SJS,h,Pekka Rinne,W,34,33,59:51:00,,,,
1374,2/25/18,NSH,STL,h,Pekka Rinne,W,27,27,60:00:00,,,,
2441,2/27/18,NSH,WPG,@,Pekka Rinne,W,39,34,60:00:00,,,,
963,3/1/18,NSH,EDM,@,Pekka Rinne,W,36,34,60:00:00,,,,
2195,3/2/18,NSH,VAN,@,Juuse Saros,W,27,24,60:42:00,,,,
229,3/4/18,NSH,COL,@,Pekka Rinne,W,25,22,60:10:00,,,,
1376,3/6/18,NSH,DAL,h,Pekka Rinne,W,26,26,60:00:00,,,,
1378,3/8/18,NSH,ANA,h,Pekka Rinne,W,33,31,59:55:00,,,,
1380,3/10/18,NSH,NJD,h,Juuse Saros,O,27,25,63:57:00,,,,
1382,3/13/18,NSH,WPG,h,Pekka Rinne,W,33,32,60:00:00,,,,
73,3/15/18,NSH,ARI,@,Pekka Rinne,W,34,32,59:53:00,,,,
233,3/16/18,NSH,COL,@,Juuse Saros,W,35,33,60:00:00,,,,
483,3/19/18,NSH,BUF,@,Pekka Rinne,W,35,35,60:00:00,,,,
1384,3/22/18,NSH,TOR,h,Pekka Rinne,L,28,23,59:45:00,,,,
1223,3/24/18,NSH,MIN,@,Pekka Rinne,L,29,26,59:20:00,,,,
2453,3/25/18,NSH,WPG,@,Juuse Saros,O,47,43,64:48:00,,,,
1386,3/27/18,NSH,MIN,h,Pekka Rinne,W,23,22,64:34:00,,,,
1388,3/29/18,NSH,SJS,h,Juuse Saros,W,42,39,59:55:00,,,,
1390,3/31/18,NSH,BUF,h,Pekka Rinne,L,29,23,40:00:00,,,,
2127,4/1/18,NSH,TBL,@,Juuse Saros,W,30,29,60:00:00,,,,
1061,4/3/18,NSH,FLA,@,Pekka Rinne,L,33,31,58:12:00,,,,
2375,4/5/18,NSH,WSH,@,Juuse Saros,W,32,29,60:00:00,,,,
1392,4/7/18,NSH,CBJ,h,Pekka Rinne,W,23,22,40:00:00,,,,
247,10/6/17,NYI,CBJ,@,Thomas Greiss,L,26,21,31:50:00,,,,
1476,10/7/17,NYI,BUF,h,Jaroslav Halak,W,29,26,60:00:00,,,,
1478,10/9/17,NYI,STL,h,Thomas Greiss,O,35,33,64:36:00,,,,
89,10/11/17,NYI,ANA,@,Jaroslav Halak,L,30,27,58:34:00,,,,
1893,10/14/17,NYI,SJS,@,Thomas Greiss,W,41,40,60:00:00,,,,
1073,10/15/17,NYI,LAK,@,Jaroslav Halak,L,27,24,59:16:00,,,,
1569,10/19/17,NYI,NYR,@,Jaroslav Halak,W,41,38,65:00:00,,,,
1480,10/21/17,NYI,SJS,h,Thomas Greiss,W,31,28,60:00:00,,,,
1482,10/24/17,NYI,ARI,h,Jaroslav Halak,W,35,32,59:58:00,,,,
1153,10/26/17,NYI,MIN,@,Thomas Greiss,L,33,27,59:55:00,,,,
1321,10/28/17,NYI,NSH,@,Jaroslav Halak,W,30,28,59:56:00,,,,
1484,10/30/17,NYI,VEG,h,Jaroslav Halak,W,34,31,60:00:00,,,,
2305,11/2/17,NYI,WSH,@,Jaroslav Halak,L,19,15,58:39:00,,,,
1486,11/5/17,NYI,COL,h,Thomas Greiss,W,35,31,60:00:00,,,,
1488,11/7/17,NYI,EDM,h,Thomas Greiss,O,25,23,60:38:00,,,,
753,11/10/17,NYI,DAL,@,Jaroslav Halak,L,29,24,60:00:00,,,,
1985,11/11/17,NYI,STL,@,Thomas Greiss,W,37,35,60:00:00,,,,
1490,11/16/17,NYI,CAR,h,Thomas Greiss,W,32,28,59:57:00,,,,
2071,11/18/17,NYI,TBL,@,Thomas Greiss,W,39,36,60:00:00,,,,
591,11/19/17,NYI,CAR,@,Jaroslav Halak,L,32,28,60:00:00,,,,
1492,11/22/17,NYI,PHI,h,Thomas Greiss,W,38,35,60:32:00,,,,
1745,11/24/17,NYI,PHI,@,Thomas Greiss,W,30,26,62:44:00,,,,
1667,11/25/17,NYI,OTT,@,Jaroslav Halak,W,32,31,59:58:00,,,,
1494,11/28/17,NYI,VAN,h,Jaroslav Halak,W,25,23,59:56:00,,,,
1496,12/1/17,NYI,OTT,h,Thomas Greiss,,20,15,31:49:00,,,,
1009,12/4/17,NYI,FLA,@,Jaroslav Halak,W,43,39,64:58:00,,,,
2077,12/5/17,NYI,TBL,@,Thomas Greiss,L,34,28,59:38:00,,,,
1831,12/7/17,NYI,PIT,@,Jaroslav Halak,O,32,28,61:07:00,,,,
357,12/9/17,NYI,BOS,@,Jaroslav Halak,L,32,30,59:11:00,,,,
1498,12/11/17,NYI,WSH,h,Jaroslav Halak,W,32,31,60:00:00,,,,
1500,12/13/17,NYI,DAL,h,Thomas Greiss,,7,6,30:39:00,,,,
281,12/14/17,NYI,CBJ,@,Thomas Greiss,L,34,29,58:33:00,,,,
1502,12/16/17,NYI,LAK,h,Thomas Greiss,W,29,26,61:51:00,,,,
1504,12/19/17,NYI,DET,h,Thomas Greiss,L,21,16,59:08:00,,,,
1506,12/21/17,NYI,ANA,h,Jaroslav Halak,O,40,35,64:03:00,,,,
1508,12/23/17,NYI,WPG,h,Jaroslav Halak,W,40,38,59:50:00,,,,
1510,12/27/17,NYI,BUF,h,Jaroslav Halak,W,37,35,60:57:00,,,,
2413,12/29/17,NYI,WPG,@,Jaroslav Halak,L,37,33,58:39:00,,,,
203,12/31/17,NYI,COL,@,Jaroslav Halak,L,35,30,39:58:00,,,,
1512,1/2/18,NYI,BOS,h,Jaroslav Halak,L,37,33,59:10:00,,,,
1763,1/4/18,NYI,PHI,@,Thomas Greiss,L,31,26,58:41:00,,,,
1514,1/5/18,NYI,PIT,h,Jaroslav Halak,L,38,34,60:00:00,,,,
1516,1/7/18,NYI,NJD,h,Jaroslav Halak,W,46,42,65:00:00,,,,
1609,1/13/18,NYI,NYR,@,Jaroslav Halak,W,39,37,60:00:00,,,,
1277,1/15/18,NYI,MTL,@,Thomas Greiss,W,56,52,61:51:00,,,,
1518,1/16/18,NYI,NJD,h,Jaroslav Halak,L,42,38,59:45:00,,,,
1520,1/18/18,NYI,BOS,h,Jaroslav Halak,L,33,29,58:51:00,,,,
701,1/20/18,NYI,CHI,@,Jaroslav Halak,W,39,36,60:00:00,,,,
45,1/22/18,NYI,ARI,@,Jaroslav Halak,O,33,30,62:18:00,,,,
2261,1/25/18,NYI,VEG,@,Jaroslav Halak,W,39,38,60:00:00,,,,
1522,1/30/18,NYI,FLA,h,Jaroslav Halak,L,39,36,58:03:00,,,,
1524,2/3/18,NYI,CBJ,h,Jaroslav Halak,W,49,46,59:58:00,,,,
1526,2/5/18,NYI,NSH,h,Jaroslav Halak,O,47,42,63:42:00,,,,
461,2/8/18,NYI,BUF,@,Jaroslav Halak,L,22,18,58:35:00,,,,
1528,2/9/18,NYI,DET,h,Thomas Greiss,,32,27,49:54:00,,,,
1530,2/11/18,NYI,CGY,h,Jaroslav Halak,L,42,39,59:02:00,,,,
1532,2/13/18,NYI,CBJ,h,Jaroslav Halak,L,51,47,60:00:00,,,,
1534,2/15/18,NYI,NYR,h,Jaroslav Halak,W,50,50,60:00:00,,,,
633,2/16/18,NYI,CAR,@,Thomas Greiss,W,45,45,60:00:00,,,,
1536,2/19/18,NYI,MIN,h,Jaroslav Halak,L,32,27,58:07:00,,,,
1457,2/24/18,NYI,NJD,@,Jaroslav Halak,L,33,31,58:19:00,,,,
1297,2/28/18,NYI,MTL,@,Jaroslav Halak,L,26,23,57:34:00,,,,
1538,3/2/18,NYI,MTL,h,Jaroslav Halak,L,24,19,58:33:00,,,,
1869,3/3/18,NYI,PIT,@,Christopher Gibson,O,50,47,63:48:00,,,,
2197,3/5/18,NYI,VAN,@,Jaroslav Halak,O,23,19,62:27:00,,,,
969,3/8/18,NYI,EDM,@,Christopher Gibson,O,36,35,65:00:00,,,,
559,3/11/18,NYI,CGY,@,Christopher Gibson,W,52,50,60:00:00,,,,
1540,3/15/18,NYI,WSH,h,Christopher Gibson,L,12,7,30:22:00,,,,
2367,3/16/18,NYI,WSH,@,Jaroslav Halak,L,30,25,58:35:00,,,,
1542,3/18/18,NYI,CAR,h,Jaroslav Halak,L,39,35,57:57:00,,,,
1544,3/20/18,NYI,PIT,h,Christopher Gibson,W,37,36,59:52:00,,,,
1546,3/22/18,NYI,TBL,h,Christopher Gibson,,24,18,31:22:00,,,,
1548,3/24/18,NYI,CHI,h,Jaroslav Halak,L,24,22,58:53:00,,,,
1550,3/26/18,NYI,FLA,h,Christopher Gibson,L,41,38,58:10:00,,,,
1717,3/27/18,NYI,OTT,@,Jaroslav Halak,W,36,33,59:52:00,,,,
1552,3/30/18,NYI,TOR,h,Christopher Gibson,L,32,27,58:18:00,,,,
1471,3/31/18,NYI,NJD,@,Thomas Greiss,L,35,31,58:28:00,,,,
1554,4/3/18,NYI,PHI,h,Thomas Greiss,W,31,27,59:07:00,,,,
1556,4/5/18,NYI,NYR,h,Jaroslav Halak,W,35,34,60:00:00,,,,
901,4/7/18,NYI,DET,@,Thomas Greiss,W,39,36,61:54:00,,,,
1558,10/5/17,NYR,COL,h,Henrik Lundqvist,L,25,22,58:19:00,,,,
1560,10/8/17,NYR,MTL,h,Henrik Lundqvist,W,34,34,59:47:00,,,,
1562,10/10/17,NYR,STL,h,Henrik Lundqvist,L,22,20,58:21:00,,,,
249,10/13/17,NYR,CBJ,@,Henrik Lundqvist,L,42,40,58:27:00,,,,
1564,10/14/17,NYR,NJD,h,Ondrej Pavelec,L,19,16,57:17:00,,,,
1566,10/17/17,NYR,PIT,h,Henrik Lundqvist,O,33,28,60:56:00,,,,
1568,10/19/17,NYR,NYI,h,Henrik Lundqvist,O,38,35,64:53:00,,,,
1570,10/21/17,NYR,NSH,h,Henrik Lundqvist,W,25,23,60:00:00,,,,
1572,10/23/17,NYR,SJS,h,Henrik Lundqvist,L,24,20,60:00:00,,,,
1574,10/26/17,NYR,ARI,h,Ondrej Pavelec,W,29,27,59:56:00,,,,
1239,10/28/17,NYR,MTL,@,Ondrej Pavelec,L,43,38,58:31:00,,,,
1576,10/31/17,NYR,VEG,h,Henrik Lundqvist,W,34,30,59:17:00,,,,
2065,11/2/17,NYR,TBL,@,Henrik Lundqvist,W,28,27,61:19:00,,,,
999,11/4/17,NYR,FLA,@,Henrik Lundqvist,W,34,30,61:08:00,,,,
1578,11/6/17,NYR,CBJ,h,Henrik Lundqvist,W,25,22,59:40:00,,,,
1580,11/8/17,NYR,BOS,h,Henrik Lundqvist,W,33,31,60:00:00,,,,
1582,11/11/17,NYR,EDM,h,Henrik Lundqvist,W,29,27,60:00:00,,,,
675,11/15/17,NYR,CHI,@,Henrik Lundqvist,L,34,30,46:32:00,,,,
265,11/17/17,NYR,CBJ,@,Henrik Lundqvist,L,42,40,56:44:00,,,,
1584,11/19/17,NYR,OTT,h,Henrik Lundqvist,W,20,20,59:37:00,,,,
593,11/22/17,NYR,CAR,@,Henrik Lundqvist,W,33,32,60:00:00,,,,
1586,11/24/17,NYR,DET,h,Henrik Lundqvist,W,41,40,60:37:00,,,,
1588,11/26/17,NYR,VAN,h,Henrik Lundqvist,W,32,29,65:00:00,,,,
1590,11/28/17,NYR,FLA,h,Ondrej Pavelec,L,21,19,42:22:00,,,,
1592,12/1/17,NYR,CAR,h,Henrik Lundqvist,W,33,32,60:00:00,,,,
1829,12/5/17,NYR,PIT,@,Ondrej Pavelec,W,44,41,60:00:00,,,,
2329,12/8/17,NYR,WSH,@,Henrik Lundqvist,L,40,36,59:08:00,,,,
1594,12/9/17,NYR,NJD,h,Henrik Lundqvist,W,28,26,59:36:00,,,,
1596,12/11/17,NYR,DAL,h,Ondrej Pavelec,O,45,44,65:00:00,,,,
1669,12/13/17,NYR,OTT,@,Henrik Lundqvist,L,30,27,58:43:00,,,,
1598,12/15/17,NYR,LAK,h,Henrik Lundqvist,W,35,33,60:00:00,,,,
361,12/16/17,NYR,BOS,@,Henrik Lundqvist,W,35,33,61:56:00,,,,
1600,12/19/17,NYR,ANA,h,Henrik Lundqvist,W,40,39,60:00:00,,,,
1427,12/21/17,NYR,NJD,@,Henrik Lundqvist,O,48,45,65:00:00,,,,
1602,12/23/17,NYR,TOR,h,Henrik Lundqvist,L,37,34,58:50:00,,,,
1604,12/27/17,NYR,WSH,h,Ondrej Pavelec,W,30,30,65:00:00,,,,
857,12/29/17,NYR,DET,@,Henrik Lundqvist,O,35,33,64:56:00,,,,
445,1/1/18,NYR,BUF,@,Henrik Lundqvist,W,33,31,62:43:00,,,,
1606,1/3/18,NYR,CHI,h,Henrik Lundqvist,L,33,30,58:33:00,,,,
39,1/6/18,NYR,ARI,@,Henrik Lundqvist,W,39,38,65:00:00,,,,
2255,1/7/18,NYR,VEG,@,Ondrej Pavelec,L,34,32,58:01:00,,,,
1608,1/13/18,NYR,NYI,h,Henrik Lundqvist,,18,16,33:07:00,,,,
1849,1/14/18,NYR,PIT,@,Henrik Lundqvist,L,46,42,59:57:00,,,,
1610,1/16/18,NYR,PHI,h,Henrik Lundqvist,W,26,25,60:00:00,,,,
1612,1/18/18,NYR,BUF,h,Henrik Lundqvist,W,37,34,60:00:00,,,,
215,1/20/18,NYR,COL,@,Henrik Lundqvist,L,36,34,58:55:00,,,,
1113,1/21/18,NYR,LAK,@,Henrik Lundqvist,L,29,26,57:49:00,,,,
131,1/23/18,NYR,ANA,@,Ondrej Pavelec,L,23,21,42:49:00,,,,
1933,1/25/18,NYR,SJS,@,Ondrej Pavelec,W,28,23,60:00:00,,,,
1614,2/1/18,NYR,TOR,h,Ondrej Pavelec,,19,19,36:55:00,,,,
1363,2/3/18,NYR,NSH,@,Henrik Lundqvist,L,27,23,59:08:00,,,,
793,2/5/18,NYR,DAL,@,Henrik Lundqvist,L,41,39,58:52:00,,,,
1616,2/7/18,NYR,BOS,h,Ondrej Pavelec,,18,16,32:35:00,,,,
1618,2/9/18,NYR,CGY,h,Henrik Lundqvist,W,30,28,40:00:00,,,,
2431,2/11/18,NYR,WPG,@,Henrik Lundqvist,W,38,37,60:00:00,,,,
1205,2/13/18,NYR,MIN,@,Henrik Lundqvist,L,29,26,58:50:00,,,,
1535,2/15/18,NYR,NYI,@,Henrik Lundqvist,L,35,32,59:58:00,,,,
1699,2/17/18,NYR,OTT,@,Henrik Lundqvist,L,27,22,47:25:00,,,,
1620,2/18/18,NYR,PHI,h,Henrik Lundqvist,L,37,30,60:00:00,,,,
1291,2/22/18,NYR,MTL,@,Alexandar Georgiev,L,40,38,58:25:00,,,,
1622,2/23/18,NYR,MIN,h,Alexandar Georgiev,L,37,33,60:00:00,,,,
1624,2/25/18,NYR,DET,h,Henrik Lundqvist,O,34,31,64:51:00,,,,
2193,2/28/18,NYR,VAN,@,Henrik Lundqvist,W,55,50,61:22:00,,,,
557,3/2/18,NYR,CGY,@,Henrik Lundqvist,W,51,50,60:00:00,,,,
965,3/3/18,NYR,EDM,@,Alexandar Georgiev,W,37,35,60:00:00,,,,
1626,3/6/18,NYR,WPG,h,Henrik Lundqvist,L,33,31,57:34:00,,,,
2113,3/8/18,NYR,TBL,@,Henrik Lundqvist,L,31,27,32:35:00,,,,
1049,3/10/18,NYR,FLA,@,Henrik Lundqvist,O,35,32,65:00:00,,,,
1628,3/12/18,NYR,CAR,h,Alexandar Georgiev,W,44,41,60:00:00,,,,
1630,3/14/18,NYR,PIT,h,Alexandar Georgiev,W,40,37,62:44:00,,,,
2039,3/17/18,NYR,STL,@,Alexandar Georgiev,O,33,29,61:02:00,,,,
1632,3/20/18,NYR,CBJ,h,Henrik Lundqvist,L,30,26,57:55:00,,,,
1797,3/22/18,NYR,PHI,@,Alexandar Georgiev,L,36,32,58:15:00,,,,
1634,3/24/18,NYR,BUF,h,Alexandar Georgiev,W,44,43,59:57:00,,,,
1636,3/26/18,NYR,WSH,h,Ondrej Pavelec,,27,26,48:42:00,,,,
2371,3/28/18,NYR,WSH,@,Henrik Lundqvist,O,33,30,60:36:00,,,,
1638,3/30/18,NYR,TBL,h,Ondrej Pavelec,L,49,43,59:29:00,,,,
653,3/31/18,NYR,CAR,@,Henrik Lundqvist,W,41,40,60:00:00,,,,
1473,4/3/18,NYR,NJD,@,Henrik Lundqvist,L,44,39,59:58:00,,,,
1557,4/5/18,NYR,NYI,@,Ondrej Pavelec,L,22,20,58:35:00,,,,
1803,4/7/18,NYR,PHI,@,Henrik Lundqvist,L,40,35,60:00:00,,,,
1640,10/5/17,OTT,WSH,h,Craig Anderson,O,28,24,65:00:00,,,,
1642,10/7/17,OTT,DET,h,Craig Anderson,O,30,29,64:55:00,,,,
2135,10/10/17,OTT,VAN,@,Craig Anderson,W,28,26,65:00:00,,,,
495,10/13/17,OTT,CGY,@,Craig Anderson,W,25,25,59:52:00,,,,
907,10/14/17,OTT,EDM,@,Mike Condon,W,36,35,59:56:00,,,,
